,Unnamed: 0,bpm,time_signature,instrument,genre,key,min_vel,max_vel,rhythm,num_measures,file_name,track_role,chord_progression
19512,19512,50,4/4,acoustic_piano,newage,aminor,45,62,standard,8,commu05374.mid,accompaniment,"['G', 'C', 'Am', 'D', 'Bm', 'Em', 'C', 'D']"
19513,19513,80,4/4,acoustic_piano,cinematic,aminor,30,41,standard,4,commu05375.mid,main_melody,"['Am', 'G', 'A#', 'A']"
19514,19514,80,4/4,acoustic_piano,cinematic,aminor,30,41,standard,4,commu05375.mid,main_melody,"['F', 'G', 'A#', 'A']"
19515,19515,80,4/4,acoustic_piano,cinematic,aminor,30,41,standard,4,commu05375.mid,main_melody,"['Am', 'Em', 'F', 'Em']"
19516,19516,80,4/4,acoustic_piano,cinematic,aminor,30,41,standard,4,commu05375.mid,main_melody,"['Dm', 'C', 'A#', 'A']"
19517,19517,80,4/4,acoustic_piano,cinematic,aminor,30,41,standard,4,commu05375.mid,main_melody,"['Am', 'G', 'F', 'Em']"
19518,19518,80,4/4,acoustic_piano,cinematic,aminor,30,41,standard,4,commu05375.mid,main_melody,"['F', 'G', 'Dm', 'Em']"
19519,19519,80,4/4,acoustic_guitar,cinematic,cmajor,39,59,standard,8,commu05376.mid,accompaniment,"['C', 'Am', 'F', 'G', 'F', 'Em', 'Am', 'C']"
19520,19520,100,4/4,acoustic_piano,newage,cmajor,45,46,standard,4,commu05377.mid,riff,"['Am', 'C', 'F', 'C']"
19521,19521,65,4/4,synth_pad,newage,cmajor,51,52,standard,8,commu05378.mid,sub_melody,"['C', 'G', 'F', 'C', 'Am', 'G', 'F', 'C']"
19522,19522,65,4/4,synth_pad,newage,cmajor,51,52,standard,8,commu05378.mid,sub_melody,"['Am', 'G', 'F', 'C', 'Am', 'G', 'F', 'C']"
19523,19523,100,4/4,acoustic_piano,newage,aminor,37,38,standard,4,commu05379.mid,pad,"['F', 'Em', 'F', 'Em']"
19524,19524,120,4/4,acoustic_piano,cinematic,aminor,55,56,standard,4,commu05380.mid,riff,"['D', 'E', 'Bm', 'A']"
19525,19525,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['Am', 'Em', 'F', 'F']"
19526,19526,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['B', 'B', 'C', 'Am']"
19527,19527,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['Em', 'Bm', 'Am', 'Am']"
19528,19528,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['C', 'F', 'E', 'Am']"
19529,19529,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['F', 'Am', 'Em', 'F']"
19530,19530,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['G', 'Am', 'Am', 'Am']"
19531,19531,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['Bm', 'G', 'E', 'Am']"
19532,19532,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['Gm', 'Dm', 'F', 'A']"
19533,19533,80,4/4,harp,cinematic,aminor,48,61,standard,4,commu05381.mid,sub_melody,"['C', 'Em', 'Am', 'F']"
19534,19534,120,4/4,acoustic_piano,cinematic,cmajor,51,70,standard,8,commu05382.mid,accompaniment,"['C', 'Dm', 'Am', 'C', 'C', 'Dm', 'Am', 'C']"
19535,19535,120,4/4,acoustic_piano,cinematic,cmajor,53,54,standard,8,commu05383.mid,riff,"['C', 'C', 'C', 'F', 'Am', 'F', 'G', 'G']"
19536,19536,65,4/4,synth_pad,newage,cmajor,67,68,standard,8,commu05384.mid,sub_melody,"['Em', 'F', 'Em', 'G', 'Em', 'C', 'Am', 'G']"
19539,19539,65,4/4,synth_pad,newage,cmajor,67,68,standard,8,commu05384.mid,sub_melody,"['Am', 'G', 'C', 'G', 'G', 'Am', 'Am', 'G']"
19540,19540,65,4/4,synth_pad,newage,cmajor,67,68,standard,8,commu05384.mid,sub_melody,"['Em', 'C', 'Em', 'Bm', 'G', 'C', 'Am', 'G']"
19541,19541,65,4/4,synth_pad,newage,cmajor,67,68,standard,8,commu05384.mid,sub_melody,"['Em', 'Am', 'Em', 'G', 'G', 'C', 'Am', 'G']"
19542,19542,65,4/4,synth_pad,newage,cmajor,67,68,standard,8,commu05384.mid,sub_melody,"['C', 'C', 'Em', 'Bm', 'G', 'C', 'Am', 'G']"
19543,19543,100,4/4,acoustic_piano,newage,cmajor,45,46,standard,4,commu05385.mid,accompaniment,"['Am', 'C', 'C', 'G']"
19544,19544,80,4/4,string_ensemble,cinematic,cmajor,79,101,standard,8,commu05386.mid,accompaniment,"['Em', 'D', 'C', 'G', 'Am', 'Em', 'F', 'Em']"
19545,19545,80,4/4,string_ensemble,cinematic,cmajor,45,48,standard,8,commu05387.mid,pad,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'F']"
19546,19546,60,4/4,acoustic_piano,cinematic,cmajor,25,26,standard,4,commu05388.mid,pad,"['Am', 'F', 'Am', 'F']"
19547,19547,80,4/4,string_ensemble,cinematic,aminor,78,82,standard,4,commu05389.mid,pad,"['F', 'Em', 'A#', 'A']"
19548,19548,80,4/4,harp,cinematic,aminor,32,56,standard,8,commu05390.mid,accompaniment,"['Am', 'G', 'F', 'C', 'Dm', 'Am', 'A#', 'Am']"
19549,19549,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['C', 'C', 'C', 'C']"
19550,19550,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['Em', 'F', 'Em', 'F']"
19551,19551,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['C', 'F', 'E', 'Am']"
19552,19552,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['Am', 'Em', 'F', 'F']"
19553,19553,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['Am', 'G', 'C', 'F']"
19554,19554,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['C', 'Am', 'G', 'F']"
19555,19555,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['C', 'C', 'Em', 'F']"
19556,19556,45,4/4,acoustic_piano,newage,cmajor,26,26,standard,4,commu05391.mid,main_melody,"['Gm', 'C', 'C', 'F']"
19557,19557,60,4/4,acoustic_piano,cinematic,aminor,25,28,standard,4,commu05392.mid,accompaniment,"['Am', 'Dm', 'E', 'Am']"
19558,19558,65,6/8,string_ensemble,cinematic,aminor,101,102,standard,8,commu05393.mid,riff,"['Dm', 'Am', 'F', 'C', 'F', 'C', 'F', 'E', 'E', 'E', 'E', 'E']"
19559,19559,65,4/4,synth_pad,newage,cmajor,51,52,standard,4,commu05394.mid,sub_melody,"['F', 'G', 'F', 'C']"
19560,19560,65,4/4,synth_pad,newage,cmajor,51,52,standard,4,commu05394.mid,sub_melody,"['C', 'G', 'F', 'C']"
19561,19561,65,4/4,synth_pad,newage,cmajor,51,52,standard,4,commu05394.mid,sub_melody,"['Am', 'G', 'F', 'C']"
19562,19562,65,4/4,synth_pad,newage,cmajor,51,52,standard,4,commu05394.mid,sub_melody,"['F', 'G', 'Am', 'Em']"
19563,19563,65,4/4,synth_pad,newage,cmajor,51,52,standard,4,commu05394.mid,sub_melody,"['C', 'G', 'Am', 'C']"
19570,19570,60,4/4,acoustic_piano,cinematic,aminor,22,28,standard,4,commu05396.mid,pad,"['Am', 'Em', 'F', 'E']"
19571,19571,80,4/4,acoustic_piano,cinematic,aminor,35,57,standard,8,commu05397.mid,main_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'A#', 'Am']"
19573,19573,80,4/4,acoustic_piano,cinematic,aminor,35,57,standard,8,commu05397.mid,main_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'F']"
19574,19574,80,4/4,acoustic_piano,cinematic,aminor,35,57,standard,8,commu05397.mid,main_melody,"['Dm', 'C', 'F', 'Am', 'Am', 'Am', 'Am', 'Am']"
19575,19575,80,4/4,acoustic_piano,cinematic,aminor,35,57,standard,8,commu05397.mid,main_melody,"['Am', 'G', 'F', 'C', 'Dm', 'Am', 'A#', 'Am']"
19576,19576,95,4/4,acoustic_piano,newage,cmajor,45,60,standard,8,commu05398.mid,accompaniment,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']"
19577,19577,155,3/4,accordion,cinematic,aminor,87,102,triplet,16,commu05399.mid,main_melody,"['C', 'G', 'Am', 'Em', 'C', 'G', 'C', 'G', 'Dm', 'F', 'F', 'A', 'Dm', 'Dm', 'C', 'C']"
19578,19578,155,3/4,accordion,cinematic,aminor,87,102,triplet,16,commu05399.mid,main_melody,"['Am', 'Em', 'C', 'G', 'C', 'G', 'C', 'G', 'Dm', 'F', 'F', 'A', 'Dm', 'Dm', 'C', 'C']"
19579,19579,155,3/4,accordion,cinematic,aminor,87,102,triplet,16,commu05399.mid,main_melody,"['C', 'Dm', 'Am', 'G', 'C', 'G', 'C', 'G', 'Dm', 'F', 'F', 'A', 'Dm', 'Dm', 'C', 'C']"
19580,19580,155,3/4,accordion,cinematic,aminor,87,102,triplet,16,commu05399.mid,main_melody,"['C', 'Em', 'Am', 'Em', 'C', 'G', 'C', 'G', 'Dm', 'F', 'F', 'A', 'Dm', 'Dm', 'C', 'C']"
19581,19581,155,3/4,accordion,cinematic,aminor,87,102,triplet,16,commu05399.mid,main_melody,"['Am', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'Dm', 'F', 'F', 'A', 'Dm', 'Dm', 'C', 'C']"
19582,19582,155,3/4,accordion,cinematic,aminor,87,102,triplet,16,commu05399.mid,main_melody,"['C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'Dm', 'F', 'F', 'A', 'Dm', 'Dm', 'C', 'C']"
19583,19583,100,4/4,acoustic_piano,newage,aminor,45,46,standard,4,commu05400.mid,riff,"['C', 'Am', 'Am', 'Dm']"
19584,19584,120,4/4,string_ensemble,cinematic,aminor,85,86,standard,8,commu05401.mid,riff,"['C', 'C', 'C', 'C', 'G', 'G', 'Em', 'Em']"
19586,19586,80,4/4,string_ensemble,cinematic,aminor,47,48,standard,4,commu05402.mid,sub_melody,"['Bm', 'G', 'C', 'Em']"
19587,19587,80,4/4,string_ensemble,cinematic,aminor,47,48,standard,4,commu05402.mid,sub_melody,"['Bm', 'F#m', 'C', 'G']"
19588,19588,80,4/4,string_ensemble,cinematic,aminor,47,48,standard,4,commu05402.mid,sub_melody,"['D', 'Am', 'C', 'G']"
19591,19591,100,4/4,acoustic_piano,newage,cmajor,41,46,standard,8,commu05403.mid,riff,"['F', 'F', 'C', 'C', 'Am', 'Am', 'G', 'G']"
19594,19594,80,4/4,acoustic_piano,cinematic,aminor,41,53,standard,8,commu05404.mid,main_melody,"['Em', 'F', 'F', 'Am', 'Em', 'F', 'Em', 'F']"
19595,19595,80,4/4,acoustic_piano,cinematic,aminor,41,53,standard,8,commu05404.mid,main_melody,"['C', 'F', 'Em', 'F', 'Em', 'F', 'Em', 'F']"
19596,19596,80,4/4,acoustic_piano,cinematic,aminor,41,53,standard,8,commu05404.mid,main_melody,"['Am', 'G', 'F', 'C', 'F', 'Am', 'Am', 'A#']"
19600,19600,100,4/4,acoustic_piano,newage,aminor,51,52,standard,8,commu05405.mid,main_melody,"['F', 'C', 'F', 'Em', 'F', 'Em', 'F', 'Em']"
19601,19601,100,4/4,acoustic_piano,newage,aminor,51,52,standard,8,commu05405.mid,main_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'Em']"
19603,19603,100,4/4,acoustic_piano,newage,aminor,51,52,standard,8,commu05405.mid,main_melody,"['Am', 'C', 'F', 'Em', 'F', 'Em', 'F', 'Em']"
19606,19606,65,4/4,synth_pad,newage,cmajor,56,93,standard,8,commu05406.mid,sub_melody,"['Am', 'G', 'F', 'C', 'Am', 'G', 'F', 'C']"
19607,19607,65,4/4,synth_pad,newage,cmajor,56,93,standard,8,commu05406.mid,sub_melody,"['C', 'G', 'F', 'C', 'Am', 'G', 'F', 'C']"
19608,19608,65,4/4,synth_pad,newage,cmajor,61,62,standard,4,commu05407.mid,sub_melody,"['G', 'C', 'Em', 'D']"
19609,19609,65,4/4,synth_pad,newage,cmajor,61,62,standard,4,commu05407.mid,sub_melody,"['Dm', 'C', 'Em', 'D']"
19610,19610,65,4/4,synth_pad,newage,cmajor,61,62,standard,4,commu05407.mid,sub_melody,"['G', 'Am', 'Em', 'D']"
19611,19611,65,4/4,synth_pad,newage,cmajor,61,62,standard,4,commu05407.mid,sub_melody,"['Am', 'C', 'Em', 'D']"
19612,19612,65,4/4,synth_pad,newage,cmajor,72,92,standard,4,commu05408.mid,sub_melody,"['F', 'G', 'Am', 'Em']"
19613,19613,65,4/4,synth_pad,newage,cmajor,72,92,standard,4,commu05408.mid,sub_melody,"['Am', 'G', 'F', 'C']"
19614,19614,65,6/8,harp,cinematic,cmajor,45,62,standard,8,commu05409.mid,accompaniment,"['A#', 'F', 'Gm', 'F', 'C', 'Am', 'Dm', 'Am']"
19615,19615,80,4/4,string_violin,cinematic,aminor,79,127,standard,8,commu05410.mid,main_melody,"['Dm', 'G', 'F', 'C', 'Dm', 'Am', 'A#', 'Am']"
19616,19616,80,4/4,string_violin,cinematic,aminor,79,127,standard,8,commu05410.mid,main_melody,"['F', 'G', 'F', 'C', 'Dm', 'Am', 'A#', 'Am']"
19617,19617,80,4/4,string_violin,cinematic,aminor,79,127,standard,8,commu05410.mid,main_melody,"['F', 'G', 'Dm', 'C', 'F', 'Am', 'A#', 'Am']"
19618,19618,80,4/4,string_violin,cinematic,aminor,79,127,standard,8,commu05410.mid,main_melody,"['Am', 'G', 'F', 'C', 'Dm', 'Am', 'A#', 'Am']"
19619,19619,60,4/4,acoustic_piano,cinematic,cmajor,25,26,standard,4,commu05411.mid,accompaniment,"['Em', 'C', 'Em', 'C']"
19622,19622,155,3/4,string_ensemble,cinematic,aminor,78,87,standard,16,commu05412.mid,sub_melody,"['F', 'G', 'Em', 'A', 'Dm', 'G', 'C', 'C', 'F', 'E', 'Am', 'D', 'Dm', 'G', 'C', 'C']"
19626,19626,90,4/4,string_ensemble-2,cinematic,cmajor,68,68,standard,4,commu05413_0_sample0.mid,pad,"['G', 'C', 'G', 'C']"
19627,19627,80,4/4,string_ensemble,cinematic,cmajor,71,101,standard,8,commu05414.mid,accompaniment,"['C', 'Am', 'F', 'C', 'F', 'Am', 'Am', 'C']"
19628,19628,90,4/4,string_ensemble,cinematic,cmajor,68,68,standard,8,commu05415.mid,bass,"['Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Gm', 'Dm']"
19629,19629,65,4/4,synth_pad,newage,cmajor,55,56,standard,4,commu05416.mid,pad,"['F', 'G', 'F', 'C']"
19630,19630,100,4/4,acoustic_piano,newage,cmajor,49,50,standard,8,commu05417.mid,main_melody,"['Am', 'Em', 'F', 'C', 'Dm', 'C', 'A#', 'C']"
19631,19631,100,4/4,acoustic_piano,newage,cmajor,49,50,standard,8,commu05417.mid,main_melody,"['A#', 'Am', 'A#', 'Am', 'A#', 'Am', 'A#', 'Am']"
19638,19638,100,4/4,acoustic_piano,newage,cmajor,45,46,standard,4,commu05418.mid,pad,"['C', 'G', 'F', 'G']"
19639,19639,80,4/4,flute,cinematic,aminor,61,62,standard,8,commu05419.mid,main_melody,"['Em', 'F', 'Em', 'Am', 'Em', 'C', 'F', 'Am']"
19643,19643,80,4/4,flute,cinematic,aminor,61,62,standard,8,commu05419.mid,main_melody,"['Am', 'G', 'C', 'C', 'F', 'C', 'Am', 'G']"
19644,19644,80,4/4,flute,cinematic,aminor,61,62,standard,8,commu05419.mid,main_melody,"['Dm', 'Am', 'A#', 'Am', 'A#', 'Am', 'A#', 'A']"
19647,19647,80,4/4,flute,cinematic,aminor,61,62,standard,8,commu05419.mid,main_melody,"['Am', 'Em', 'F', 'Em', 'Am', 'Em', 'C', 'G']"
19648,19648,45,4/4,synth_pad,newage,cmajor,74,92,standard,4,commu05420.mid,sub_melody,"['C', 'Em', 'Am', 'F']"
19649,19649,45,4/4,synth_pad,newage,cmajor,74,92,standard,4,commu05420.mid,sub_melody,"['Am', 'Em', 'F', 'F']"
19650,19650,45,4/4,synth_pad,newage,cmajor,74,92,standard,4,commu05420.mid,sub_melody,"['Am', 'G', 'F', 'F']"
19651,19651,110,4/4,acoustic_piano,cinematic,aminor,65,72,standard,8,commu05421.mid,pad,"['Am', 'D', 'Am', 'D', 'Am', 'D', 'E', 'E']"
19652,19652,50,4/4,string_ensemble,newage,cmajor,81,82,standard,8,commu05422.mid,pad,"['C', 'Dm', 'C', 'A#', 'C', 'Dm', 'C', 'A#']"
19653,19653,80,4/4,string_ensemble,cinematic,cmajor,42,48,standard,8,commu05423.mid,pad,"['Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C']"
19654,19654,100,4/4,acoustic_piano,newage,aminor,57,62,standard,8,commu05424.mid,main_melody,"['Em', 'F', 'Em', 'F', 'Em', 'F', 'Em', 'F']"
19657,19657,100,4/4,acoustic_piano,newage,aminor,57,62,standard,8,commu05424.mid,main_melody,"['Am', 'G', 'F', 'C', 'F', 'Em', 'F', 'Em']"
19659,19659,100,4/4,acoustic_piano,newage,aminor,57,62,standard,8,commu05424.mid,main_melody,"['Dm', 'Am', 'A#', 'Am', 'A#', 'Am', 'A#', 'Am']"
19660,19660,90,4/4,harp-2,cinematic,cmajor,109,110,standard,8,commu05425.mid,riff,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'G']"
19662,19662,110,4/4,acoustic_piano,cinematic,aminor,79,80,standard,8,commu05426.mid,main_melody,"['Am', 'G', 'Am', 'D', 'Am', 'D', 'E', 'E']"
19664,19664,110,4/4,acoustic_piano,cinematic,aminor,79,80,standard,8,commu05426.mid,main_melody,"['Am', 'G', 'F', 'D', 'Am', 'D', 'E', 'E']"
19665,19665,110,4/4,acoustic_piano,cinematic,aminor,79,80,standard,8,commu05426.mid,main_melody,"['Am', 'Em', 'F', 'D', 'Am', 'D', 'E', 'E']"
19666,19666,110,4/4,acoustic_piano,cinematic,aminor,79,80,standard,8,commu05426.mid,main_melody,"['Am', 'D', 'Am', 'D', 'Am', 'D', 'E', 'E']"
19667,19667,110,4/4,acoustic_piano,cinematic,aminor,79,80,standard,8,commu05426.mid,main_melody,"['D', 'Am', 'Am', 'D', 'Am', 'D', 'E', 'E']"
19672,19672,155,3/4,string_ensemble,cinematic,cmajor,80,88,standard,16,commu05427.mid,sub_melody,"['C', 'G', 'Am', 'A', 'Dm', 'G', 'C', 'C', 'F', 'E', 'Am', 'D', 'Dm', 'G', 'C', 'C']"
19675,19675,50,4/4,string_ensemble,newage,cmajor,51,52,standard,8,commu05428.mid,pad,"['C', 'F', 'Dm', 'G', 'Em', 'Am', 'F', 'G']"
19676,19676,100,4/4,acoustic_piano,newage,cmajor,61,62,standard,4,commu05429.mid,riff,"['C', 'C', 'C', 'F']"
19677,19677,65,4/4,synth_pad,newage,cmajor,56,95,standard,8,commu05430.mid,pad,"['Am', 'F', 'Am', 'Em', 'C', 'F', 'Dm', 'C']"
19678,19678,80,4/4,celesta,cinematic,aminor,48,54,standard,4,commu05431.mid,sub_melody,"['Em', 'D', 'C', 'Em']"
19679,19679,80,4/4,celesta,cinematic,aminor,48,54,standard,4,commu05431.mid,sub_melody,"['Am', 'G', 'F', 'E']"
19680,19680,80,4/4,celesta,cinematic,aminor,48,54,standard,4,commu05431.mid,sub_melody,"['C', 'G', 'Am', 'Em']"
19681,19681,80,4/4,celesta,cinematic,aminor,48,54,standard,4,commu05431.mid,sub_melody,"['Em', 'Dm', 'Am', 'E']"
19683,19683,80,4/4,celesta,cinematic,aminor,48,54,standard,4,commu05431.mid,sub_melody,"['Em', 'F', 'Em', 'Em']"
19684,19684,80,4/4,celesta,cinematic,aminor,48,54,standard,4,commu05431.mid,sub_melody,"['Am', 'Em', 'F', 'Em']"
19685,19685,80,4/4,acoustic_piano,cinematic,aminor,31,54,standard,4,commu05432.mid,accompaniment,"['Bm', 'C', 'Em', 'Em']"
19686,19686,65,6/8,string_ensemble,cinematic,aminor,101,102,standard,8,commu05433.mid,main_melody,"['Dm', 'C', 'F', 'C', 'Am', 'Em', 'F', 'Em']"
19688,19688,65,6/8,string_ensemble,cinematic,aminor,101,102,standard,8,commu05433.mid,main_melody,"['F', 'C', 'F', 'C', 'Am', 'Em', 'F', 'Em']"
19689,19689,65,6/8,string_ensemble,cinematic,aminor,101,102,standard,8,commu05433.mid,main_melody,"['F', 'Am', 'Em', 'C', 'F', 'Am', 'Am', 'Em']"
19691,19691,65,6/8,string_ensemble,cinematic,aminor,101,102,standard,8,commu05433.mid,main_melody,"['Am', 'C', 'F', 'C', 'Am', 'Em', 'F', 'Em']"
19692,19692,65,6/8,string_ensemble,cinematic,aminor,101,102,standard,8,commu05433.mid,main_melody,"['F', 'C', 'Dm', 'C', 'F', 'Em', 'Am', 'Em']"
19694,19694,65,4/4,synth_pad,newage,cmajor,47,48,standard,8,commu05434.mid,sub_melody,"['C', 'G', 'F', 'C', 'Am', 'G', 'F', 'C']"
19695,19695,65,4/4,synth_pad,newage,cmajor,47,48,standard,8,commu05434.mid,sub_melody,"['Am', 'G', 'F', 'C', 'Am', 'G', 'F', 'C']"
19696,19696,80,4/4,acoustic_piano,cinematic,aminor,27,50,standard,4,commu05435.mid,main_melody,"['Am', 'G', 'F', 'A']"
19697,19697,80,4/4,acoustic_piano,cinematic,aminor,27,50,standard,4,commu05435.mid,main_melody,"['Am', 'Em', 'F', 'Em']"
19698,19698,80,4/4,acoustic_piano,cinematic,aminor,27,50,standard,4,commu05435.mid,main_melody,"['F', 'C', 'Dm', 'A']"
19699,19699,80,4/4,acoustic_piano,cinematic,aminor,27,50,standard,4,commu05435.mid,main_melody,"['F', 'G', 'A#', 'A']"
19700,19700,80,4/4,acoustic_piano,cinematic,aminor,27,50,standard,4,commu05435.mid,main_melody,"['F', 'C', 'A#', 'A']"
19702,19702,120,4/4,string_ensemble,cinematic,aminor,75,76,standard,8,commu05436.mid,riff,"['Dm', 'Dm', 'F', 'F', 'C', 'C', 'A', 'A']"
19703,19703,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['C', 'F', 'Am', 'Am', 'Em', 'F', 'Em', 'C']"
19704,19704,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'C']"
19705,19705,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['C', 'Em', 'Am', 'Em', 'C', 'F', 'Am', 'G']"
19706,19706,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['Gm', 'Dm', 'F', 'C', 'C', 'Am', 'Bm', 'C']"
19707,19707,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['B', 'B', 'B', 'B', 'B', 'B', 'D#', 'D#']"
19708,19708,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'C']"
19709,19709,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['Bm', 'G', 'E', 'Em', 'D', 'D', 'C', 'C']"
19710,19710,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C']"
19711,19711,80,4/4,string_ensemble,cinematic,cmajor,36,36,standard,8,commu05437.mid,sub_melody,"['G', 'Am', 'Am', 'G', 'G', 'Em', 'G', 'C']"
19712,19712,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['G', 'Am', 'Am', 'G', 'G', 'Em', 'G', 'C']"
19713,19713,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['Bm', 'G', 'E', 'Em', 'D', 'D', 'C', 'C']"
19714,19714,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['Gm', 'Dm', 'F', 'C', 'C', 'Am', 'Bm', 'C']"
19715,19715,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'C']"
19716,19716,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C']"
19717,19717,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['C', 'Em', 'Am', 'Em', 'C', 'F', 'Am', 'C']"
19718,19718,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['C', 'F', 'Am', 'Am', 'Em', 'F', 'F', 'C']"
19719,19719,80,4/4,acoustic_guitar,cinematic,cmajor,49,59,standard,8,commu05438.mid,sub_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'C']"
19721,19721,50,4/4,acoustic_guitar,newage,cmajor,54,55,standard,4,commu05439.mid,accompaniment,"['C', 'Dm', 'C', 'A#']"
19722,19722,50,4/4,acoustic_piano,newage,cmajor,45,54,standard,4,commu05440.mid,accompaniment,"['G', 'Am', 'G', 'F']"
19723,19723,80,4/4,acoustic_piano,cinematic,cmajor,63,70,standard,8,commu05441.mid,accompaniment,"['C', 'F', 'C', 'F', 'Em', 'F', 'C', 'F']"
19724,19724,65,4/4,synth_pad,newage,cmajor,67,68,standard,4,commu05442.mid,sub_melody,"['G', 'Am', 'Em', 'D']"
19725,19725,65,4/4,synth_pad,newage,cmajor,67,68,standard,4,commu05442.mid,sub_melody,"['Am', 'C', 'Em', 'D']"
19726,19726,65,4/4,synth_pad,newage,cmajor,67,68,standard,4,commu05442.mid,sub_melody,"['G', 'C', 'Em', 'D']"
19727,19727,100,4/4,acoustic_piano,cinematic,cmajor,72,72,standard,4,commu05443_0_sample0.mid,pad,"['G', 'C', 'Em', 'D']"
19734,19734,70,4/4,synth_pad,newage,cmajor,82,82,standard,8,commu05445.mid,pad,"['Am', 'Em', 'C', 'F', 'Am', 'Em', 'F', 'G']"
19735,19735,60,4/4,flute,cinematic,cmajor,50,65,standard,8,commu05446.mid,main_melody,"['Am', 'G', 'F', 'Cm', 'F', 'G', 'C', 'C']"
19736,19736,60,4/4,flute,cinematic,cmajor,50,65,standard,8,commu05446.mid,main_melody,"['F', 'G', 'Am', 'G', 'C', 'Em', 'C', 'C']"
19737,19737,70,4/4,acoustic_piano,newage,aminor,21,29,standard,8,commu05447.mid,accompaniment,"['Am', 'Em', 'C', 'F', 'Am', 'Em', 'F', 'G']"
19738,19738,80,4/4,synth_pad-5,cinematic,aminor,17,40,standard,4,commu05448.mid,pad,"['Dm', 'Am', 'Am', 'Am']"
19739,19739,70,4/4,acoustic_piano,newage,cmajor,23,24,standard,4,commu05449_0_sample0.mid,main_melody,"['Am', 'G', 'C', 'F']"
19740,19740,70,4/4,acoustic_piano,newage,cmajor,23,24,standard,4,commu05449_0_sample0.mid,main_melody,"['F', 'G', 'Em', 'F']"
