,Unnamed: 0.1,bpm,time_signature,instrument,genre,key,min_vel,max_vel,rhythm,num_measures,file_name,track_role,chord_progression,beat_type
14984,24176.0,125,4/4,xylophone,cinematic,cmajor,62,81,standard,4,commu06637.mid,main_melody,"['C', 'Am', 'F', 'C']",
14985,24177.0,125,4/4,xylophone,cinematic,cmajor,62,81,standard,4,commu06637.mid,main_melody,"['C', 'C', 'C', 'C']",
14986,24178.0,125,4/4,xylophone,cinematic,cmajor,62,81,standard,4,commu06637.mid,main_melody,"['Am', 'Em', 'C', 'Em']",
14987,24179.0,125,4/4,xylophone,cinematic,cmajor,62,81,standard,4,commu06637.mid,main_melody,"['C', 'Am', 'C', 'C']",
14988,24180.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['C', 'F', 'F', 'C', 'Gm', 'Dm', 'C', 'C']",
14989,24181.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['Bm', 'F', 'C', 'C', 'A#', 'Dm', 'A', 'F']",
14990,24182.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['Dm', 'F', 'A#', 'C', 'Gm', 'Dm', 'C', 'C']",
14991,24183.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['Dm', 'G', 'C', 'C', 'F', 'Dm', 'C', 'C']",
14992,24184.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['C', 'Dm', 'Gm', 'F', 'D#', 'A#', 'C', 'Dm']",
14993,24185.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['Am', 'Em', 'F', 'F', 'Gm', 'Gm', 'Am', 'A']",
14994,24186.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['C', 'F', 'C', 'F', 'A#', 'Dm', 'C', 'F']",
14995,24187.0,90,3/4,string_ensemble,cinematic,cmajor,61,102,standard,7,commu06638.mid,main_melody,"['A#', 'F', 'A#', 'F', 'Gm', 'Dm', 'C', 'C']",
14996,24188.0,95,4/4,acoustic_piano,newage,cmajor,41,57,standard,8,commu06639.mid,accompaniment,"['C', 'F', 'C', 'C', 'C', 'F', 'C', 'G']",
14997,24189.0,60,4/4,acoustic_piano,cinematic,aminor,43,76,standard,8,commu06640.mid,accompaniment,"['Am', 'C', 'F', 'E', 'Am', 'G', 'F', 'Am']",
14998,24190.0,100,4/4,string_ensemble,cinematic,cmajor,103,106,standard,4,commu06641_0_sample0.mid,riff,"['G', 'C', 'D', 'C']",
14999,24191.0,100,4/4,string_ensemble,cinematic,aminor,103,108,standard,4,commu06642_0_sample0.mid,main_melody,"['Em', 'Bm', 'F', 'C']",
15000,24192.0,100,4/4,string_ensemble,cinematic,aminor,103,108,standard,4,commu06642_0_sample0.mid,main_melody,"['G', 'Bm', 'F', 'C']",
15001,24193.0,100,4/4,string_ensemble,cinematic,aminor,103,108,standard,4,commu06642_0_sample0.mid,main_melody,"['G', 'Dm', 'F', 'C']",
15002,24195.0,95,4/4,acoustic_piano,newage,aminor,57,70,standard,8,commu06643.mid,main_melody,"['C', 'F', 'Am', 'F', 'C', 'F', 'Am', 'F']",
15003,24197.0,95,4/4,acoustic_piano,newage,aminor,57,70,standard,8,commu06643.mid,main_melody,"['Am', 'F', 'Am', 'F', 'C', 'F', 'Am', 'F']",
15004,24199.0,80,4/4,string_ensemble,cinematic,cmajor,54,57,standard,4,commu06644.mid,pad,"['Dm', 'F', 'C', 'C']",
15005,24205.0,60,4/4,harp,cinematic,aminor,41,70,triplet,8,commu06646.mid,accompaniment,"['Am', 'C', 'F', 'E', 'Am', 'G', 'F', 'Am']",
15006,24209.0,95,4/4,acoustic_piano,newage,cmajor,42,59,standard,8,commu06647.mid,main_melody,"['F', 'C', 'F', 'C', 'F', 'C', 'C', 'C']",
15007,24211.0,95,4/4,acoustic_piano,newage,cmajor,42,59,standard,8,commu06647.mid,main_melody,"['Am', 'F', 'F', 'C', 'C', 'Am', 'C', 'C']",
15008,24213.0,60,4/4,string_double_bass,cinematic,cmajor,86,86,standard,4,commu06648.mid,bass,"['Gm', 'Gm', 'Gm', 'Gm']",
15009,24214.0,125,4/4,celesta,cinematic,cmajor,74,90,standard,4,commu06649.mid,sub_melody,"['C', 'Em', 'Dm', 'G']",
15010,24215.0,125,4/4,celesta,cinematic,cmajor,74,90,standard,4,commu06649.mid,sub_melody,"['C', 'C', 'Dm', 'G']",
15011,24216.0,125,4/4,celesta,cinematic,cmajor,74,90,standard,4,commu06649.mid,sub_melody,"['C', 'C', 'F', 'G']",
15012,24217.0,125,4/4,celesta,cinematic,cmajor,74,90,standard,4,commu06649.mid,sub_melody,"['Am', 'G', 'Dm', 'G']",
15013,24218.0,125,4/4,celesta,cinematic,cmajor,74,90,standard,4,commu06649.mid,sub_melody,"['C', 'Am', 'Dm', 'G']",
15014,24219.0,125,4/4,celesta,cinematic,cmajor,74,90,standard,4,commu06649.mid,sub_melody,"['Am', 'C', 'F', 'G']",
15015,24222.0,95,4/4,acoustic_piano,newage,cmajor,32,36,standard,8,commu06650.mid,sub_melody,"['Am', 'F', 'C', 'F', 'C', 'Am', 'Em', 'G']",
15016,24225.0,95,4/4,acoustic_piano,newage,cmajor,51,62,standard,8,commu06651.mid,main_melody,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']",
15017,24226.0,95,4/4,acoustic_piano,newage,cmajor,51,62,standard,8,commu06651.mid,main_melody,"['Am', 'G', 'F', 'G', 'Am', 'C', 'F', 'G']",
15018,24228.0,95,4/4,acoustic_piano,newage,cmajor,51,62,standard,8,commu06651.mid,main_melody,"['Dm', 'Am', 'F', 'G', 'Am', 'C', 'F', 'G']",
15019,24230.0,95,4/4,acoustic_piano,newage,cmajor,51,62,standard,8,commu06651.mid,main_melody,"['Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']",
15020,24241.0,135,4/4,bassoon-2,cinematic,cmajor,63,76,standard,8,commu06653.mid,sub_melody,"['Am', 'Em', 'F', 'C', 'Dm', 'G', 'F', 'C']",
15021,24244.0,130,3/4,acoustic_piano,newage,cmajor,35,42,standard,4,commu06654.mid,accompaniment,"['Dm', 'G', 'C', 'C']",
15022,24253.0,80,4/4,acoustic_piano,cinematic,cmajor,51,52,standard,4,commu06656.mid,pad,"['F', 'C', 'G', 'G']",
15023,24263.0,60,4/4,string_ensemble,cinematic,cmajor,48,59,standard,8,commu06658.mid,bass,"['D#', 'D#', 'D#', 'G', 'D#', 'D#', 'D#', 'C']",
15024,24268.0,155,3/4,acoustic_piano,cinematic,cmajor,60,84,standard,16,commu06659.mid,main_melody,"['Am', 'Em', 'C', 'G', 'C', 'Em', 'F', 'Em', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'C', 'C', 'A#']",
15025,24270.0,155,3/4,acoustic_piano,cinematic,cmajor,60,84,standard,16,commu06659.mid,main_melody,"['C', 'Em', 'C', 'G', 'C', 'Em', 'F', 'Em', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'C', 'C', 'A#']",
15026,24272.0,95,4/4,acoustic_piano,newage,cmajor,54,69,standard,8,commu06660.mid,main_melody,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']",
15027,24274.0,50,4/4,oboe,newage,cmajor,75,76,standard,8,commu06661.mid,main_melody,"['C', 'F', 'C', 'A#', 'C', 'Dm', 'C', 'A#']",
15028,24276.0,50,4/4,oboe,newage,cmajor,75,76,standard,8,commu06661.mid,main_melody,"['C', 'Dm', 'C', 'A#', 'C', 'Dm', 'C', 'A#']",
15029,24278.0,50,4/4,oboe,newage,cmajor,75,76,standard,8,commu06661.mid,main_melody,"['Am', 'G', 'C', 'A#', 'C', 'Dm', 'C', 'A#']",
15030,24279.0,50,4/4,oboe,newage,cmajor,75,76,standard,8,commu06661.mid,main_melody,"['Am', 'F', 'C', 'A#', 'C', 'Dm', 'C', 'A#']",
15031,24281.0,95,4/4,acoustic_piano,newage,cmajor,44,60,standard,4,commu06662_0_sample0.mid,riff,"['Em', 'C', 'Em', 'G']",
15032,24282.0,100,4/4,string_ensemble,cinematic,aminor,69,85,standard,8,commu06663.mid,accompaniment,"['A', 'G', 'A', 'Em', 'C', 'D', 'A', 'Em']",
15033,24283.0,95,4/4,acoustic_piano,newage,aminor,46,59,triplet,4,commu06664_0_sample0.mid,main_melody,"['Am', 'Em', 'F', 'Em']",
15034,24284.0,95,4/4,acoustic_piano,newage,aminor,46,59,triplet,4,commu06664_0_sample0.mid,main_melody,"['Am', 'Am', 'A#', 'C']",
15035,24285.0,95,4/4,acoustic_piano,newage,aminor,46,59,triplet,4,commu06664_0_sample0.mid,main_melody,"['Em', 'F', 'Dm', 'C']",
15036,24286.0,95,4/4,acoustic_piano,newage,aminor,46,59,triplet,4,commu06664_0_sample0.mid,main_melody,"['Am', 'G', 'F', 'C']",
15037,24287.0,95,4/4,acoustic_piano,newage,aminor,46,59,triplet,4,commu06664_0_sample0.mid,main_melody,"['C', 'Em', 'Dm', 'C']",
15038,24288.0,95,4/4,acoustic_piano,newage,aminor,46,59,triplet,4,commu06664_0_sample0.mid,main_melody,"['F', 'C', 'Dm', 'Am']",
15039,24289.0,50,4/4,string_ensemble,newage,aminor,94,100,standard,8,commu06665.mid,bass,"['Gm', 'C', 'Am', 'D', 'Bm', 'Em', 'C', 'G']",
15040,24290.0,80,4/4,string_ensemble,cinematic,aminor,51,60,standard,4,commu06666.mid,sub_melody,"['G', 'D', 'F#m', 'A']",
15041,24291.0,80,4/4,string_ensemble,cinematic,aminor,51,60,standard,4,commu06666.mid,sub_melody,"['Em', 'Dm', 'Dm', 'Am']",
15042,24292.0,80,4/4,string_ensemble,cinematic,aminor,51,60,standard,4,commu06666.mid,sub_melody,"['G', 'D', 'Am', 'C']",
15043,24293.0,80,4/4,string_ensemble,cinematic,aminor,51,60,standard,4,commu06666.mid,sub_melody,"['Bm', 'G', 'A', 'E']",
15044,24294.0,80,4/4,string_ensemble,cinematic,aminor,51,60,standard,4,commu06666.mid,sub_melody,"['Em', 'D', 'D', 'C']",
15045,24295.0,80,4/4,string_ensemble,cinematic,aminor,51,60,standard,4,commu06666.mid,sub_melody,"['Em', 'Dm', 'Am', 'Am']",
15046,24296.0,60,4/4,acoustic_piano,cinematic,aminor,81,87,standard,4,commu06667.mid,accompaniment,"['Am', 'Am', 'Am', 'Am']",
15047,24304.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['Bm', 'G', 'E', 'Em', 'D', 'D', 'C', 'C']",
15048,24305.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['Gm', 'Dm', 'F', 'C', 'C', 'Am', 'Bm', 'C']",
15049,24306.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['C', 'F', 'Am', 'Am', 'Em', 'F', 'Em', 'F']",
15050,24307.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F']",
15051,24308.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'Em']",
15052,24309.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['G', 'Am', 'Am', 'G', 'G', 'Em', 'G', 'C']",
15053,24310.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['C', 'Em', 'Am', 'Em', 'C', 'F', 'Am', 'F']",
15054,24311.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['B', 'B', 'B', 'B', 'B', 'B', 'A#', 'Am']",
15055,24312.0,60,4/4,harp,cinematic,aminor,46,53,standard,8,commu06669.mid,sub_melody,"['Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C']",
15056,24313.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['Dm', 'F', 'A#', 'C', 'Gm', 'Dm', 'C', 'C']",
15057,24314.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['Am', 'Em', 'F', 'F', 'Gm', 'Gm', 'Am', 'A']",
15058,24315.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['C', 'F', 'F', 'C', 'Gm', 'Dm', 'C', 'C']",
15059,24316.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['A#', 'F', 'A#', 'F', 'Gm', 'Dm', 'C', 'C']",
15060,24317.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['Bm', 'F', 'C', 'C', 'A#', 'Dm', 'A', 'F']",
15061,24318.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['C', 'Dm', 'Gm', 'F', 'D#', 'A#', 'C', 'Dm']",
15062,24319.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['Dm', 'G', 'C', 'C', 'F', 'Dm', 'C', 'C']",
15063,24320.0,90,3/4,flute-2,cinematic,cmajor,62,102,standard,7,commu06670.mid,sub_melody,"['C', 'F', 'C', 'F', 'A#', 'Dm', 'C', 'F']",
15064,24321.0,95,4/4,acoustic_piano,newage,cmajor,75,79,standard,8,commu06671.mid,accompaniment,"['F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C']",
15065,24322.0,100,4/4,acoustic_piano,cinematic,aminor,48,69,standard,8,commu06672.mid,main_melody,"['G', 'C', 'D', 'Am', 'F', 'G', 'D', 'Am']",
15066,24325.0,100,4/4,acoustic_piano,cinematic,aminor,48,69,standard,8,commu06672.mid,main_melody,"['D', 'C', 'D', 'Am', 'F', 'G', 'D', 'Am']",
15067,24327.0,100,4/4,acoustic_piano,cinematic,aminor,48,69,standard,8,commu06672.mid,main_melody,"['Dm', 'C', 'A#', 'F', 'Dm', 'G', 'Dm', 'Am']",
15068,24328.0,60,4/4,harp-2,cinematic,cmajor,31,45,standard,8,commu06673.mid,accompaniment,"['C', 'Am', 'Bm', 'Em', 'Am', 'Em', 'C', 'Am']",
15069,24337.0,155,3/4,string_ensemble,cinematic,cmajor,68,83,standard,8,commu06675.mid,accompaniment,"['Am', 'D', 'G', 'E', 'Am', 'D', 'G', 'G']",
15070,24345.0,60,4/4,string_ensemble,cinematic,aminor,59,60,standard,8,commu06677.mid,pad,"['F', 'Em', 'F', 'C', 'Am', 'Em', 'G', 'E']",
15071,24347.0,155,3/4,accordion,cinematic,cmajor,72,79,triplet,16,commu06678.mid,sub_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F']",
15072,24351.0,155,3/4,accordion,cinematic,cmajor,72,79,triplet,16,commu06678.mid,sub_melody,"['Bm', 'G', 'E', 'Em', 'D', 'D', 'C', 'C', 'G', 'G', 'Em', 'F#m', 'Bm', 'G', 'Em', 'C']",
15073,24352.0,155,3/4,accordion,cinematic,cmajor,72,79,triplet,16,commu06678.mid,sub_melody,"['Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C']",
15074,24360.0,95,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu06680.mid,sub_melody,"['Am', 'C', 'G', 'D', 'Em', 'C', 'G', 'D']",
15075,24362.0,95,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu06680.mid,sub_melody,"['Em', 'Am', 'Em', 'D', 'Em', 'C', 'G', 'D']",
15076,24363.0,95,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu06680.mid,sub_melody,"['Am', 'Am', 'G', 'D', 'Em', 'C', 'G', 'D']",
15077,24364.0,95,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu06680.mid,sub_melody,"['C', 'F', 'Em', 'D', 'Am', 'C', 'G', 'D']",
15078,24365.0,95,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu06680.mid,sub_melody,"['Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D']",
15079,24366.0,95,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu06680.mid,sub_melody,"['Em', 'Am', 'G', 'D', 'Em', 'C', 'G', 'D']",
15080,24367.0,155,3/4,string_ensemble,cinematic,cmajor,68,79,standard,8,commu06681.mid,accompaniment,"['Am', 'D', 'G', 'E', 'Am', 'D', 'G', 'G']",
15081,24368.0,95,4/4,acoustic_piano,newage,cmajor,53,60,standard,8,commu06682.mid,main_melody,"['Am', 'G', 'C', 'F', 'Am', 'Dm', 'Am', 'E']",
15082,24369.0,95,4/4,acoustic_piano,newage,cmajor,53,60,standard,8,commu06682.mid,main_melody,"['C', 'F', 'C', 'F', 'Am', 'Dm', 'Am', 'E']",
15083,24375.0,95,4/4,acoustic_piano,newage,cmajor,53,60,standard,8,commu06682.mid,main_melody,"['C', 'Dm', 'Am', 'A#', 'Am', 'A#', 'Am', 'G']",
15084,24376.0,50,4/4,string_ensemble,newage,aminor,101,102,standard,8,commu06683.mid,main_melody,"['Bm', 'Am', 'Am', 'D', 'Bm', 'Em', 'C', 'D']",
15085,24379.0,50,4/4,string_ensemble,newage,aminor,101,102,standard,8,commu06683.mid,main_melody,"['G', 'C', 'Am', 'D', 'Bm', 'Em', 'C', 'D']",
15086,24382.0,135,4/4,string_ensemble,cinematic,cmajor,103,104,standard,8,commu06684.mid,accompaniment,"['C', 'C', 'F', 'C', 'Am', 'G', 'Dm', 'G', 'G', 'C', 'C', 'C']",
15087,24383.0,130,3/4,acoustic_piano,newage,cmajor,41,57,standard,4,commu06685_0_sample0.mid,accompaniment,"['Dm', 'G', 'C', 'A']",
15088,24384.0,95,4/4,acoustic_piano,newage,aminor,56,62,standard,4,commu06686.mid,pad,"['Am', 'C', 'F', 'G']",
15089,24390.0,130,3/4,acoustic_piano,newage,cmajor,46,63,standard,16,commu06688.mid,accompaniment,"['C', 'G', 'F', 'C', 'F', 'C', 'Dm', 'G', 'C', 'G', 'F', 'C', 'F', 'C', 'Dm', 'C']",
15090,24391.0,60,4/4,string_cello-2,cinematic,aminor,61,62,standard,8,commu06689.mid,bass,"['D#', 'D#', 'D#', 'D#', 'C', 'Em', 'C', 'Am']",
15091,24392.0,60,4/4,acoustic_piano,cinematic,aminor,21,44,standard,8,commu06690.mid,accompaniment,"['Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'Am']",
15092,24393.0,130,3/4,acoustic_piano,newage,cmajor,47,62,standard,15,commu06691.mid,accompaniment,"['Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'C']",
15093,24397.0,60,4/4,acoustic_piano,cinematic,cmajor,27,51,standard,8,commu06692.mid,main_melody,"['C', 'C', 'Em', 'C', 'Am', 'Am', 'G', 'F']",
15094,24398.0,60,4/4,acoustic_piano,cinematic,cmajor,27,51,standard,8,commu06692.mid,main_melody,"['Am', 'C', 'F', 'C', 'Am', 'Am', 'G', 'F']",
15095,24399.0,60,4/4,acoustic_piano,cinematic,cmajor,27,51,standard,8,commu06692.mid,main_melody,"['Em', 'C', 'G', 'C', 'Am', 'Am', 'G', 'F']",
15096,24400.0,60,4/4,acoustic_piano,cinematic,cmajor,27,51,standard,8,commu06692.mid,main_melody,"['Em', 'Am', 'Em', 'C', 'F', 'Am', 'G', 'F']",
15097,24401.0,80,4/4,acoustic_piano,cinematic,aminor,63,67,standard,3,commu06693.mid,sub_melody,"['C', 'G', 'D', 'Em']",
15098,24402.0,80,4/4,acoustic_piano,cinematic,aminor,63,67,standard,3,commu06693.mid,sub_melody,"['Am', 'G', 'F', 'C']",
15099,24403.0,80,4/4,acoustic_piano,cinematic,aminor,63,67,standard,3,commu06693.mid,sub_melody,"['C', 'G', 'F', 'Am']",
15100,24404.0,130,3/4,string_ensemble,newage,cmajor,39,60,standard,15,commu06694.mid,accompaniment,"['Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'C']",
15101,24405.0,60,4/4,flute-2,cinematic,cmajor,70,98,standard,8,commu06695.mid,main_melody,"['Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C']",
15102,24408.0,60,4/4,flute-2,cinematic,cmajor,70,98,standard,8,commu06695.mid,main_melody,"['Am', 'G', 'F', 'C', 'Dm', 'C', 'A#', 'C']",
15103,24413.0,60,4/4,flute-2,cinematic,cmajor,70,98,standard,8,commu06695.mid,main_melody,"['Dm', 'C', 'A#', 'C', 'Dm', 'C', 'A#', 'C']",
15104,24414.0,130,3/4,acoustic_piano,newage,cmajor,47,66,standard,15,commu06696.mid,accompaniment,"['Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'C']",
15105,24415.0,60,4/4,string_ensemble,cinematic,aminor,62,74,standard,4,commu06697.mid,accompaniment,"['Am', 'Dm', 'E', 'Am']",
15106,24416.0,80,4/4,electric_guitar_distortion,cinematic,cmajor,22,41,standard,4,commu06698.mid,riff,"['F', 'C', 'G', 'G']",
15107,24421.0,60,4/4,string_violin,cinematic,aminor,33,57,standard,8,commu06699.mid,main_melody,"['C', 'Em', 'Am', 'Em', 'C', 'G', 'G', 'C']",
15108,24424.0,60,4/4,string_violin,cinematic,aminor,33,57,standard,8,commu06699.mid,main_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'Em']",
15109,24430.0,100,4/4,celesta,cinematic,cmajor,66,73,standard,8,commu06700.mid,main_melody,"['C', 'Dm', 'Am', 'A#', 'D#', 'F', 'C', 'Gm']",
15110,24432.0,80,4/4,acoustic_piano,cinematic,cmajor,54,57,standard,4,commu06701.mid,accompaniment,"['Am', 'Em', 'F', 'F']",
15111,24433.0,60,4/4,acoustic_piano,cinematic,cmajor,27,48,standard,8,commu06702.mid,accompaniment,"['Em', 'Cm', 'D', 'A', 'C', 'Em', 'C', 'Am']",
15112,24440.0,135,4/4,string_violin-2,cinematic,cmajor,67,83,standard,8,commu06704.mid,pad,"['A#', 'F', 'A#', 'C', 'Dm', 'A#', 'Gm', 'C', 'C', 'F', 'F', 'Am']",
15113,24446.0,155,3/4,acoustic_piano,cinematic,cmajor,59,78,standard,16,commu06706.mid,main_melody,"['Am', 'G', 'F', 'G', 'Am', 'Em', 'C', 'F', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'G']",
15114,24451.0,155,3/4,acoustic_piano,cinematic,cmajor,59,78,standard,16,commu06706.mid,main_melody,"['Am', 'Em', 'F', 'C', 'C', 'Am', 'Am', 'G', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'G']",
15115,24452.0,155,3/4,acoustic_piano,cinematic,cmajor,59,78,standard,16,commu06706.mid,main_melody,"['C', 'Em', 'F', 'G', 'C', 'Am', 'Am', 'G', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'G']",
15116,24453.0,60,4/4,acoustic_piano,cinematic,cmajor,33,54,standard,8,commu06707.mid,accompaniment,"['Em', 'C', 'Em', 'C', 'Am', 'Am', 'G', 'D']",
15117,24458.0,95,4/4,acoustic_piano,newage,cmajor,48,64,triplet,9,commu06708.mid,main_melody,"['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']",
15118,24461.0,60,4/4,acoustic_piano,cinematic,cmajor,27,49,standard,8,commu06709.mid,accompaniment,"['C', 'Am', 'D', 'A', 'C', 'Em', 'C', 'Am']",
15119,24462.0,50,4/4,acoustic_piano,newage,cmajor,62,70,standard,8,commu06710.mid,pad,"['C', 'F', 'Dm', 'G', 'Em', 'Am', 'F', 'G']",
15120,24470.0,80,4/4,acoustic_piano,cinematic,aminor,63,70,standard,8,commu06712.mid,accompaniment,"['C', 'F', 'C', 'F', 'Em', 'F', 'C', 'F']",
15121,24471.0,60,4/4,string_double_bass-2,cinematic,cmajor,25,69,standard,8,commu06713.mid,bass,"['F', 'Am', 'G', 'C', 'D', 'A', 'Bm', 'E']",
15122,24472.0,60,4/4,string_ensemble,cinematic,cmajor,76,88,standard,8,commu06714.mid,accompaniment,"['Dm', 'C', 'D', 'G', 'G', 'Cm', 'F', 'G']",
15123,24479.0,95,4/4,acoustic_piano,newage,aminor,53,60,standard,8,commu06715.mid,main_melody,"['Dm', 'Am', 'A#', 'Am', 'A#', 'Am', 'A#', 'A#']",
15124,24481.0,95,4/4,acoustic_piano,newage,aminor,53,60,standard,8,commu06715.mid,main_melody,"['C', 'F', 'C', 'F', 'C', 'F', 'Am', 'G']",
15125,24482.0,95,4/4,acoustic_piano,newage,cmajor,33,48,standard,8,commu06716.mid,accompaniment,"['Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D']",
15126,24488.0,130,3/4,string_ensemble,newage,cmajor,46,62,standard,15,commu06718.mid,accompaniment,"['Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'C']",
15127,24490.0,95,4/4,acoustic_piano,newage,aminor,34,38,standard,8,commu06719.mid,sub_melody,"['C', 'Am', 'Bm', 'Em', 'C', 'Am', 'B', 'Em']",
15128,24497.0,95,4/4,acoustic_piano,newage,cmajor,41,58,standard,8,commu06720.mid,accompaniment,"['Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D']",
15129,24498.0,155,3/4,string_violin,cinematic,cmajor,73,90,standard,16,commu06721.mid,sub_melody,"['F', 'Am', 'Em', 'F', 'G', 'C', 'D', 'C', 'F', 'C', 'F', 'E', 'Am', 'Em', 'C', 'F']",
15130,24499.0,155,3/4,string_violin,cinematic,cmajor,73,90,standard,16,commu06721.mid,sub_melody,"['Am', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'Am', 'Em', 'F', 'E', 'Am', 'Em', 'C', 'F']",
15131,24500.0,155,3/4,string_violin,cinematic,cmajor,73,90,standard,16,commu06721.mid,sub_melody,"['Gm', 'C', 'D', 'G', 'G', 'D', 'G', 'G', 'C', 'Em', 'F', 'E', 'Am', 'Em', 'C', 'F']",
15132,24501.0,155,3/4,string_violin,cinematic,cmajor,73,90,standard,16,commu06721.mid,sub_melody,"['G', 'Am', 'Em', 'F', 'G', 'C', 'D', 'C', 'F', 'C', 'F', 'E', 'Am', 'Em', 'C', 'F']",
15133,24502.0,155,3/4,string_violin,cinematic,cmajor,73,90,standard,16,commu06721.mid,sub_melody,"['Em', 'Bm', 'C', 'G', 'G', 'Em', 'D', 'C', 'C', 'Am', 'F', 'E', 'Am', 'Em', 'C', 'F']",
15134,24503.0,155,3/4,string_violin,cinematic,cmajor,73,90,standard,16,commu06721.mid,sub_melody,"['Bm', 'G', 'D', 'G', 'D', 'Bm', 'A', 'G', 'C', 'Em', 'F', 'E', 'Am', 'Em', 'C', 'F']",
15135,24504.0,155,3/4,string_violin,cinematic,cmajor,73,90,standard,16,commu06721.mid,sub_melody,"['B', 'G', 'Em', 'G', 'D', 'F#m', 'Em', 'G', 'Am', 'C', 'F', 'E', 'Am', 'Em', 'C', 'F']",
